tool	seq_type	value	ecdf
CheckAMG (kept)	Viral genomes	0	0.12644045
CheckAMG (kept)	Viral genomes	0	0.12693822
CheckAMG (kept)	Viral genomes	0	0.127436
CheckAMG (kept)	Viral genomes	0	0.12793377
CheckAMG (kept)	Viral genomes	0	0.12843156
CheckAMG (kept)	Viral genomes	0	0.12892933
CheckAMG (kept)	Viral genomes	0	0.1294271
CheckAMG (kept)	Viral genomes	0	0.12992488
CheckAMG (kept)	Viral genomes	0	0.13042267
CheckAMG (kept)	Viral genomes	0	0.13092044
CheckAMG (kept)	Viral genomes	0	0.13141821
CheckAMG (kept)	Viral genomes	0	0.131916
CheckAMG (kept)	Viral genomes	0	0.13241377
CheckAMG (kept)	Viral genomes	0	0.13291155
CheckAMG (kept)	Viral genomes	0	0.13340932
CheckAMG (kept)	Viral genomes	0	0.13390711
CheckAMG (kept)	Viral genomes	0	0.13440488
CheckAMG (kept)	Viral genomes	0	0.13490266
CheckAMG (kept)	Viral genomes	0	0.13540044
CheckAMG (kept)	Viral genomes	0	0.13589822
CheckAMG (kept)	Viral genomes	0	0.13639599
CheckAMG (kept)	Viral genomes	0	0.13689376
CheckAMG (kept)	Viral genomes	0	0.13739155
CheckAMG (kept)	Viral genomes	0	0.13788933
CheckAMG (kept)	Viral genomes	0	0.1383871
CheckAMG (kept)	Viral genomes	0	0.13888487
CheckAMG (kept)	Viral genomes	0	0.13938266
CheckAMG (kept)	Viral genomes	0	0.13988043
CheckAMG (kept)	Viral genomes	0	0.1403782
CheckAMG (kept)	Viral genomes	0	0.140876
CheckAMG (kept)	Viral genomes	0	0.14137377
CheckAMG (kept)	Viral genomes	0	0.14187154
CheckAMG (kept)	Viral genomes	0	0.14236932
CheckAMG (kept)	Viral genomes	0	0.1428671
CheckAMG (kept)	Viral genomes	0	0.14336488
CheckAMG (kept)	Viral genomes	0	0.14386265
CheckAMG (kept)	Viral genomes	0	0.14436044
CheckAMG (kept)	Viral genomes	0	0.14485821
CheckAMG (kept)	Viral genomes	0	0.14535598
CheckAMG (kept)	Viral genomes	0	0.14585376
CheckAMG (kept)	Viral genomes	0	0.14635155
CheckAMG (kept)	Viral genomes	0	0.14684932
CheckAMG (kept)	Viral genomes	0	0.1473471
CheckAMG (kept)	Viral genomes	0	0.14784487
CheckAMG (kept)	Viral genomes	0	0.14834265
CheckAMG (kept)	Viral genomes	0	0.14884043
CheckAMG (kept)	Viral genomes	0	0.1493382
CheckAMG (kept)	Viral genomes	0	0.14983599
CheckAMG (kept)	Viral genomes	0	0.15033376
CheckAMG (kept)	Viral genomes	0	0.15083154
CheckAMG (kept)	Viral genomes	0	0.15132931
CheckAMG (kept)	Viral genomes	0	0.1518271
CheckAMG (kept)	Viral genomes	0	0.15232487
CheckAMG (kept)	Viral genomes	0	0.15282264
CheckAMG (kept)	Viral genomes	0	0.15332043
CheckAMG (kept)	Viral genomes	0	0.1538182
CheckAMG (kept)	Viral genomes	0	0.15431598
CheckAMG (kept)	Viral genomes	0	0.15481375
CheckAMG (kept)	Viral genomes	0	0.15531154
CheckAMG (kept)	Viral genomes	0	0.15580931
CheckAMG (kept)	Viral genomes	0	0.15630709
CheckAMG (kept)	Viral genomes	0	0.15680486
CheckAMG (kept)	Viral genomes	0	0.15730265
CheckAMG (kept)	Viral genomes	0	0.15780042
CheckAMG (kept)	Viral genomes	0	0.1582982
CheckAMG (kept)	Viral genomes	0	0.15879598
CheckAMG (kept)	Viral genomes	0	0.15929376
CheckAMG (kept)	Viral genomes	0	0.15979153
CheckAMG (kept)	Viral genomes	0	0.1602893
CheckAMG (kept)	Viral genomes	0	0.16078709
CheckAMG (kept)	Viral genomes	0	0.16128486
CheckAMG (kept)	Viral genomes	0	0.16178264
CheckAMG (kept)	Viral genomes	0	0.16228041
CheckAMG (kept)	Viral genomes	0	0.1627782
CheckAMG (kept)	Viral genomes	0	0.16327597
CheckAMG (kept)	Viral genomes	0	0.16377375
CheckAMG (kept)	Viral genomes	0	0.16427153
CheckAMG (kept)	Viral genomes	0	0.1647693
CheckAMG (kept)	Viral genomes	0	0.16526708
CheckAMG (kept)	Viral genomes	0	0.16576485
CheckAMG (kept)	Viral genomes	0	0.16626264
CheckAMG (kept)	Viral genomes	0	0.16676041
CheckAMG (kept)	Viral genomes	0	0.16725819
CheckAMG (kept)	Viral genomes	0	0.16775598
CheckAMG (kept)	Viral genomes	0	0.16825375
CheckAMG (kept)	Viral genomes	0	0.16875152
CheckAMG (kept)	Viral genomes	0	0.1692493
CheckAMG (kept)	Viral genomes	0	0.16974708
CheckAMG (kept)	Viral genomes	0	0.17024486
CheckAMG (kept)	Viral genomes	0	0.17074263
CheckAMG (kept)	Viral genomes	0	0.1712404
CheckAMG (kept)	Viral genomes	0	0.17173819
CheckAMG (kept)	Viral genomes	0	0.17223597
CheckAMG (kept)	Viral genomes	0	0.17273374
CheckAMG (kept)	Viral genomes	0	0.17323153
CheckAMG (kept)	Viral genomes	0	0.1737293
CheckAMG (kept)	Viral genomes	0	0.17422707
CheckAMG (kept)	Viral genomes	0	0.17472485
CheckAMG (kept)	Viral genomes	0	0.17522264
CheckAMG (kept)	Viral genomes	0	0.17572041
CheckAMG (kept)	Viral genomes	0	0.17621818
CheckAMG (kept)	Viral genomes	0	0.17671597
CheckAMG (kept)	Viral genomes	0	0.17721374
CheckAMG (kept)	Viral genomes	0	0.17771152
CheckAMG (kept)	Viral genomes	0	0.17820929
CheckAMG (kept)	Viral genomes	0	0.17870708
CheckAMG (kept)	Viral genomes	0	0.17920485
CheckAMG (kept)	Viral genomes	0	0.17970262
CheckAMG (kept)	Viral genomes	0	0.1802004
CheckAMG (kept)	Viral genomes	0	0.18069819
CheckAMG (kept)	Viral genomes	0	0.18119596
CheckAMG (kept)	Viral genomes	0	0.18169373
CheckAMG (kept)	Viral genomes	0	0.18219152
CheckAMG (kept)	Viral genomes	0	0.1826893
CheckAMG (kept)	Viral genomes	0	0.18318707
CheckAMG (kept)	Viral genomes	0	0.18368484
CheckAMG (kept)	Viral genomes	0	0.18418263
CheckAMG (kept)	Viral genomes	0	0.1846804
CheckAMG (kept)	Viral genomes	0	0.18517818
CheckAMG (kept)	Viral genomes	0	0.18567596
CheckAMG (kept)	Viral genomes	0	0.18617374
CheckAMG (kept)	Viral genomes	0	0.18667151
CheckAMG (kept)	Viral genomes	0	0.18716928
CheckAMG (kept)	Viral genomes	0	0.18766707
CheckAMG (kept)	Viral genomes	0	0.18816485
CheckAMG (kept)	Viral genomes	0	0.18866262
CheckAMG (kept)	Viral genomes	0	0.18916039
CheckAMG (kept)	Viral genomes	0	0.18965818
CheckAMG (kept)	Viral genomes	0	0.19015595
CheckAMG (kept)	Viral genomes	0	0.19065373
CheckAMG (kept)	Viral genomes	0	0.19115151
CheckAMG (kept)	Viral genomes	0	0.19164929
CheckAMG (kept)	Viral genomes	0	0.19214706
CheckAMG (kept)	Viral genomes	0	0.19264483
CheckAMG (kept)	Viral genomes	0	0.19314262
CheckAMG (kept)	Viral genomes	0	0.1936404
CheckAMG (kept)	Viral genomes	0	0.19413817
CheckAMG (kept)	Viral genomes	0	0.19463596
CheckAMG (kept)	Viral genomes	0	0.19513373
CheckAMG (kept)	Viral genomes	0	0.1956315
CheckAMG (kept)	Viral genomes	0	0.19612928
CheckAMG (kept)	Viral genomes	0	0.19662707
CheckAMG (kept)	Viral genomes	0	0.19712484
CheckAMG (kept)	Viral genomes	0	0.19762261
CheckAMG (kept)	Viral genomes	0	0.19812039
CheckAMG (kept)	Viral genomes	0	0.19861817
CheckAMG (kept)	Viral genomes	0	0.19911595
CheckAMG (kept)	Viral genomes	0	0.19961372
CheckAMG (kept)	Viral genomes	0	0.20011151
CheckAMG (kept)	Viral genomes	0	0.20060928
CheckAMG (kept)	Viral genomes	0	0.20110705
CheckAMG (kept)	Viral genomes	0	0.20160483
CheckAMG (kept)	Viral genomes	0	0.20210262
CheckAMG (kept)	Viral genomes	0	0.20260039
CheckAMG (kept)	Viral genomes	0	0.20309816
CheckAMG (kept)	Viral genomes	0	0.20359595
CheckAMG (kept)	Viral genomes	0	0.20409372
CheckAMG (kept)	Viral genomes	0	0.2045915
CheckAMG (kept)	Viral genomes	0	0.20508927
CheckAMG (kept)	Viral genomes	0	0.20558706
CheckAMG (kept)	Viral genomes	0	0.20608483
CheckAMG (kept)	Viral genomes	0	0.2065826
CheckAMG (kept)	Viral genomes	0	0.20708038
CheckAMG (kept)	Viral genomes	0	0.20757817
CheckAMG (kept)	Viral genomes	0	0.20807594
CheckAMG (kept)	Viral genomes	0	0.20857371
CheckAMG (kept)	Viral genomes	0	0.2090715
CheckAMG (kept)	Viral genomes	0	0.20956928
CheckAMG (kept)	Viral genomes	0	0.21006705
CheckAMG (kept)	Viral genomes	0	0.21056482
CheckAMG (kept)	Viral genomes	0	0.21106261
CheckAMG (kept)	Viral genomes	0	0.21156038
CheckAMG (kept)	Viral genomes	0	0.21205816
CheckAMG (kept)	Viral genomes	0	0.21255594
CheckAMG (kept)	Viral genomes	0	0.21305372
CheckAMG (kept)	Viral genomes	0	0.21355149
CheckAMG (kept)	Viral genomes	0	0.21404926
CheckAMG (kept)	Viral genomes	0	0.21454705
CheckAMG (kept)	Viral genomes	0	0.21504483
CheckAMG (kept)	Viral genomes	0	0.2155426
CheckAMG (kept)	Viral genomes	0	0.21604037
CheckAMG (kept)	Viral genomes	0	0.21653816
CheckAMG (kept)	Viral genomes	0	0.21703593
CheckAMG (kept)	Viral genomes	0	0.21753371
CheckAMG (kept)	Viral genomes	0	0.2180315
CheckAMG (kept)	Viral genomes	0	0.21852927
CheckAMG (kept)	Viral genomes	0	0.21902704
CheckAMG (kept)	Viral genomes	0	0.21952482
CheckAMG (kept)	Viral genomes	0	0.2200226
CheckAMG (kept)	Viral genomes	0	0.22052038
CheckAMG (kept)	Viral genomes	0	0.22101815
CheckAMG (kept)	Viral genomes	0	0.22151594
CheckAMG (kept)	Viral genomes	0	0.22201371
CheckAMG (kept)	Viral genomes	0	0.22251149
CheckAMG (kept)	Viral genomes	0	0.22300926
CheckAMG (kept)	Viral genomes	0	0.22350705
CheckAMG (kept)	Viral genomes	0	0.22400482
CheckAMG (kept)	Viral genomes	0	0.2245026
CheckAMG (kept)	Viral genomes	0	0.22500037
CheckAMG (kept)	Viral genomes	0	0.22549815
CheckAMG (kept)	Viral genomes	0	0.22599593
CheckAMG (kept)	Viral genomes	0	0.2264937
CheckAMG (kept)	Viral genomes	0	0.22699149
CheckAMG (kept)	Viral genomes	0	0.22748926
CheckAMG (kept)	Viral genomes	0	0.22798704
CheckAMG (kept)	Viral genomes	0	0.22848481
CheckAMG (kept)	Viral genomes	0	0.2289826
CheckAMG (kept)	Viral genomes	0	0.22948037
CheckAMG (kept)	Viral genomes	0	0.22997814
CheckAMG (kept)	Viral genomes	0	0.23047593
CheckAMG (kept)	Viral genomes	0	0.2309737
CheckAMG (kept)	Viral genomes	0	0.23147148
CheckAMG (kept)	Viral genomes	0	0.23196925
CheckAMG (kept)	Viral genomes	0	0.23246704
CheckAMG (kept)	Viral genomes	0	0.23296481
CheckAMG (kept)	Viral genomes	0	0.23346259
CheckAMG (kept)	Viral genomes	0	0.23396036
CheckAMG (kept)	Viral genomes	0	0.23445815
CheckAMG (kept)	Viral genomes	0	0.23495592
CheckAMG (kept)	Viral genomes	0	0.2354537
CheckAMG (kept)	Viral genomes	0	0.23595148
CheckAMG (kept)	Viral genomes	0	0.23644926
CheckAMG (kept)	Viral genomes	0	0.23694703
CheckAMG (kept)	Viral genomes	0	0.2374448
CheckAMG (kept)	Viral genomes	0	0.23794259
CheckAMG (kept)	Viral genomes	0	0.23844036
CheckAMG (kept)	Viral genomes	0	0.23893814
CheckAMG (kept)	Viral genomes	0	0.23943591
CheckAMG (kept)	Viral genomes	0	0.2399337
CheckAMG (kept)	Viral genomes	0	0.24043147
CheckAMG (kept)	Viral genomes	0	0.24092925
CheckAMG (kept)	Viral genomes	0	0.24142703
CheckAMG (kept)	Viral genomes	0	0.2419248
CheckAMG (kept)	Viral genomes	0	0.24242258
CheckAMG (kept)	Viral genomes	0	0.24292035
CheckAMG (kept)	Viral genomes	0	0.24341814
CheckAMG (kept)	Viral genomes	0	0.24391592
CheckAMG (kept)	Viral genomes	0	0.24441369
CheckAMG (kept)	Viral genomes	0	0.24491148
CheckAMG (kept)	Viral genomes	0	0.24540925
CheckAMG (kept)	Viral genomes	0	0.24590702
CheckAMG (kept)	Viral genomes	0	0.2464048
CheckAMG (kept)	Viral genomes	0	0.24690259
CheckAMG (kept)	Viral genomes	0	0.24740036
CheckAMG (kept)	Viral genomes	0	0.24789813
CheckAMG (kept)	Viral genomes	0	0.2483959
CheckAMG (kept)	Viral genomes	0	0.2488937
CheckAMG (kept)	Viral genomes	0	0.24939147
CheckAMG (kept)	Viral genomes	0	0.24988924
CheckAMG (kept)	Viral genomes	0	0.250387
CheckAMG (kept)	Viral genomes	0	0.2508848
CheckAMG (kept)	Viral genomes	0	0.2513826
CheckAMG (kept)	Viral genomes	0	0.25188035
CheckAMG (kept)	Viral genomes	0	0.25237814
CheckAMG (kept)	Viral genomes	0	0.2528759
CheckAMG (kept)	Viral genomes	0	0.25337368
CheckAMG (kept)	Viral genomes	0	0.25387147
CheckAMG (kept)	Viral genomes	0	0.25436923
CheckAMG (kept)	Viral genomes	0	0.25486702
CheckAMG (kept)	Viral genomes	0	0.2553648
CheckAMG (kept)	Viral genomes	0	0.25586256
CheckAMG (kept)	Viral genomes	0	0.25636035
CheckAMG (kept)	Viral genomes	0	0.25685814
CheckAMG (kept)	Viral genomes	0	0.2573559
CheckAMG (kept)	Viral genomes	0	0.2578537
CheckAMG (kept)	Viral genomes	0	0.25835148
CheckAMG (kept)	Viral genomes	0	0.25884923
CheckAMG (kept)	Viral genomes	0	0.25934702
CheckAMG (kept)	Viral genomes	0	0.25984478
CheckAMG (kept)	Viral genomes	0	0.26034257
CheckAMG (kept)	Viral genomes	0	0.26084036
CheckAMG (kept)	Viral genomes	0	0.2613381
CheckAMG (kept)	Viral genomes	0	0.2618359
CheckAMG (kept)	Viral genomes	0	0.2623337
CheckAMG (kept)	Viral genomes	0	0.26283145
CheckAMG (kept)	Viral genomes	0	0.26332924
CheckAMG (kept)	Viral genomes	0	0.26382703
CheckAMG (kept)	Viral genomes	0	0.26432478
CheckAMG (kept)	Viral genomes	0	0.26482257
CheckAMG (kept)	Viral genomes	0	0.26532033
CheckAMG (kept)	Viral genomes	0	0.26581812
CheckAMG (kept)	Viral genomes	0	0.2663159
CheckAMG (kept)	Viral genomes	0	0.26681367
CheckAMG (kept)	Viral genomes	0	0.26731145
CheckAMG (kept)	Viral genomes	0	0.26780924
CheckAMG (kept)	Viral genomes	0	0.268307
CheckAMG (kept)	Viral genomes	0	0.2688048
CheckAMG (kept)	Viral genomes	0	0.26930258
CheckAMG (kept)	Viral genomes	0	0.26980034
CheckAMG (kept)	Viral genomes	0	0.27029812
CheckAMG (kept)	Viral genomes	0	0.27079588
CheckAMG (kept)	Viral genomes	0	0.27129367
CheckAMG (kept)	Viral genomes	0	0.27179146
CheckAMG (kept)	Viral genomes	0	0.27228922
CheckAMG (kept)	Viral genomes	0	0.272787
CheckAMG (kept)	Viral genomes	0	0.2732848
CheckAMG (kept)	Viral genomes	0	0.27378255
CheckAMG (kept)	Viral genomes	0	0.27428034
CheckAMG (kept)	Viral genomes	0	0.27477813
CheckAMG (kept)	Viral genomes	0	0.2752759
CheckAMG (kept)	Viral genomes	0	0.27577367
CheckAMG (kept)	Viral genomes	0	0.27627146
CheckAMG (kept)	Viral genomes	0	0.27676922
CheckAMG (kept)	Viral genomes	0	0.277267
CheckAMG (kept)	Viral genomes	0	0.27776477
CheckAMG (kept)	Viral genomes	0	0.27826256
CheckAMG (kept)	Viral genomes	0	0.27876034
CheckAMG (kept)	Viral genomes	0	0.2792581
CheckAMG (kept)	Viral genomes	0	0.2797559
CheckAMG (kept)	Viral genomes	0	0.28025368
CheckAMG (kept)	Viral genomes	0	0.28075144
CheckAMG (kept)	Viral genomes	0	0.28124923
CheckAMG (kept)	Viral genomes	0	0.281747
CheckAMG (kept)	Viral genomes	0	0.28224477
CheckAMG (kept)	Viral genomes	0	0.28274256
CheckAMG (kept)	Viral genomes	0	0.28324032
CheckAMG (kept)	Viral genomes	0	0.2837381
CheckAMG (kept)	Viral genomes	0	0.2842359
CheckAMG (kept)	Viral genomes	0	0.28473365
CheckAMG (kept)	Viral genomes	0	0.28523144
CheckAMG (kept)	Viral genomes	0	0.28572923
CheckAMG (kept)	Viral genomes	0	0.286227
CheckAMG (kept)	Viral genomes	0	0.28672478
CheckAMG (kept)	Viral genomes	0	0.28722256
CheckAMG (kept)	Viral genomes	0	0.28772032
CheckAMG (kept)	Viral genomes	0	0.2882181
CheckAMG (kept)	Viral genomes	0	0.28871587
CheckAMG (kept)	Viral genomes	0	0.28921366
CheckAMG (kept)	Viral genomes	0	0.28971145
CheckAMG (kept)	Viral genomes	0	0.2902092
CheckAMG (kept)	Viral genomes	0	0.290707
CheckAMG (kept)	Viral genomes	0	0.29120478
CheckAMG (kept)	Viral genomes	0	0.29170254
CheckAMG (kept)	Viral genomes	0	0.29220033
CheckAMG (kept)	Viral genomes	0	0.29269812
CheckAMG (kept)	Viral genomes	0	0.29319587
CheckAMG (kept)	Viral genomes	0	0.29369366
CheckAMG (kept)	Viral genomes	0	0.29419145
CheckAMG (kept)	Viral genomes	0	0.2946892
CheckAMG (kept)	Viral genomes	0	0.295187
CheckAMG (kept)	Viral genomes	0	0.29568475
CheckAMG (kept)	Viral genomes	0	0.29618254
CheckAMG (kept)	Viral genomes	0	0.29668033
CheckAMG (kept)	Viral genomes	0	0.2971781
CheckAMG (kept)	Viral genomes	0	0.29767588
CheckAMG (kept)	Viral genomes	0	0.29817367
CheckAMG (kept)	Viral genomes	0	0.29867142
CheckAMG (kept)	Viral genomes	0	0.2991692
CheckAMG (kept)	Viral genomes	0	0.299667
CheckAMG (kept)	Viral genomes	0	0.30016476
CheckAMG (kept)	Viral genomes	0	0.30066255
CheckAMG (kept)	Viral genomes	0	0.3011603
CheckAMG (kept)	Viral genomes	0	0.3016581
CheckAMG (kept)	Viral genomes	0	0.30215588
CheckAMG (kept)	Viral genomes	0	0.30265364
CheckAMG (kept)	Viral genomes	0	0.30315143
CheckAMG (kept)	Viral genomes	0	0.30364922
CheckAMG (kept)	Viral genomes	0	0.30414698
CheckAMG (kept)	Viral genomes	0	0.30464476
CheckAMG (kept)	Viral genomes	0	0.30514255
CheckAMG (kept)	Viral genomes	0	0.3056403
CheckAMG (kept)	Viral genomes	0	0.3061381
CheckAMG (kept)	Viral genomes	0	0.30663586
CheckAMG (kept)	Viral genomes	0	0.30713364
CheckAMG (kept)	Viral genomes	0	0.30763143
CheckAMG (kept)	Viral genomes	0	0.3081292
CheckAMG (kept)	Viral genomes	0	0.30862698
CheckAMG (kept)	Viral genomes	0	0.30912477
CheckAMG (kept)	Viral genomes	0	0.30962253
CheckAMG (kept)	Viral genomes	0	0.3101203
CheckAMG (kept)	Viral genomes	0	0.3106181
CheckAMG (kept)	Viral genomes	0	0.31111586
CheckAMG (kept)	Viral genomes	0	0.31161365
CheckAMG (kept)	Viral genomes	0	0.31211144
CheckAMG (kept)	Viral genomes	0	0.3126092
CheckAMG (kept)	Viral genomes	0	0.31310698
CheckAMG (kept)	Viral genomes	0	0.31360474
CheckAMG (kept)	Viral genomes	0	0.31410253
CheckAMG (kept)	Viral genomes	0	0.31460032
CheckAMG (kept)	Viral genomes	0	0.31509808
CheckAMG (kept)	Viral genomes	0	0.31559587
CheckAMG (kept)	Viral genomes	0	0.31609365
CheckAMG (kept)	Viral genomes	0	0.3165914
CheckAMG (kept)	Viral genomes	0	0.3170892
CheckAMG (kept)	Viral genomes	0	0.317587
CheckAMG (kept)	Viral genomes	0	0.31808475
CheckAMG (kept)	Viral genomes	0	0.31858253
CheckAMG (kept)	Viral genomes	0	0.3190803
CheckAMG (kept)	Viral genomes	0	0.31957808
CheckAMG (kept)	Viral genomes	0	0.32007587
CheckAMG (kept)	Viral genomes	0	0.32057363
CheckAMG (kept)	Viral genomes	0	0.32107142
CheckAMG (kept)	Viral genomes	0	0.3215692
CheckAMG (kept)	Viral genomes	0	0.32206696
CheckAMG (kept)	Viral genomes	0	0.32256475
CheckAMG (kept)	Viral genomes	0	0.32306254
CheckAMG (kept)	Viral genomes	0	0.3235603
CheckAMG (kept)	Viral genomes	0	0.3240581
CheckAMG (kept)	Viral genomes	0	0.32455584
CheckAMG (kept)	Viral genomes	0	0.32505363
CheckAMG (kept)	Viral genomes	0	0.32555142
CheckAMG (kept)	Viral genomes	0	0.32604918
CheckAMG (kept)	Viral genomes	0	0.32654697
CheckAMG (kept)	Viral genomes	0	0.32704476
CheckAMG (kept)	Viral genomes	0	0.3275425
CheckAMG (kept)	Viral genomes	0	0.3280403
CheckAMG (kept)	Viral genomes	0	0.3285381
CheckAMG (kept)	Viral genomes	0	0.32903585
CheckAMG (kept)	Viral genomes	0	0.32953364
CheckAMG (kept)	Viral genomes	0	0.3300314
CheckAMG (kept)	Viral genomes	0	0.33052918
CheckAMG (kept)	Viral genomes	0	0.33102697
CheckAMG (kept)	Viral genomes	0	0.33152473
CheckAMG (kept)	Viral genomes	0	0.33202252
CheckAMG (kept)	Viral genomes	0	0.3325203
CheckAMG (kept)	Viral genomes	0	0.33301806
CheckAMG (kept)	Viral genomes	0	0.33351585
CheckAMG (kept)	Viral genomes	0	0.33401364
CheckAMG (kept)	Viral genomes	0	0.3345114
CheckAMG (kept)	Viral genomes	0	0.3350092
CheckAMG (kept)	Viral genomes	0	0.33550698
CheckAMG (kept)	Viral genomes	0	0.33600473
CheckAMG (kept)	Viral genomes	0	0.33650252
CheckAMG (kept)	Viral genomes	0	0.33700028
CheckAMG (kept)	Viral genomes	0	0.33749807
CheckAMG (kept)	Viral genomes	0	0.33799586
CheckAMG (kept)	Viral genomes	0	0.33849362
CheckAMG (kept)	Viral genomes	0	0.3389914
CheckAMG (kept)	Viral genomes	0	0.3394892
CheckAMG (kept)	Viral genomes	0	0.33998695
CheckAMG (kept)	Viral genomes	0	0.34048474
CheckAMG (kept)	Viral genomes	0	0.34098253
CheckAMG (kept)	Viral genomes	0	0.34148028
CheckAMG (kept)	Viral genomes	0	0.34197807
CheckAMG (kept)	Viral genomes	0	0.34247583
CheckAMG (kept)	Viral genomes	0	0.34297362
CheckAMG (kept)	Viral genomes	0	0.3434714
CheckAMG (kept)	Viral genomes	0	0.34396917
CheckAMG (kept)	Viral genomes	0	0.34446695
CheckAMG (kept)	Viral genomes	0	0.34496474
CheckAMG (kept)	Viral genomes	0	0.3454625
CheckAMG (kept)	Viral genomes	0	0.3459603
CheckAMG (kept)	Viral genomes	0	0.34645808
CheckAMG (kept)	Viral genomes	0	0.34695584
CheckAMG (kept)	Viral genomes	0	0.34745362
CheckAMG (kept)	Viral genomes	0	0.34795138
CheckAMG (kept)	Viral genomes	0	0.34844917
CheckAMG (kept)	Viral genomes	0	0.34894696
CheckAMG (kept)	Viral genomes	0	0.34944472
CheckAMG (kept)	Viral genomes	0	0.3499425
CheckAMG (kept)	Viral genomes	0	0.3504403
CheckAMG (kept)	Viral genomes	0	0.35093805
CheckAMG (kept)	Viral genomes	0	0.35143584
CheckAMG (kept)	Viral genomes	0	0.35193363
CheckAMG (kept)	Viral genomes	0	0.3524314
CheckAMG (kept)	Viral genomes	0	0.35292917
CheckAMG (kept)	Viral genomes	0	0.35342696
CheckAMG (kept)	Viral genomes	0	0.35392472
CheckAMG (kept)	Viral genomes	0	0.3544225
CheckAMG (kept)	Viral genomes	0	0.35492027
CheckAMG (kept)	Viral genomes	0	0.35541806
CheckAMG (kept)	Viral genomes	0	0.35591584
CheckAMG (kept)	Viral genomes	0	0.3564136
CheckAMG (kept)	Viral genomes	0	0.3569114
CheckAMG (kept)	Viral genomes	0	0.35740918
CheckAMG (kept)	Viral genomes	0	0.35790694
CheckAMG (kept)	Viral genomes	0	0.35840473
CheckAMG (kept)	Viral genomes	0	0.3589025
CheckAMG (kept)	Viral genomes	0	0.35940027
CheckAMG (kept)	Viral genomes	0	0.35989806
CheckAMG (kept)	Viral genomes	0	0.36039582
CheckAMG (kept)	Viral genomes	0	0.3608936
CheckAMG (kept)	Viral genomes	0	0.3613914
CheckAMG (kept)	Viral genomes	0	0.36188915
CheckAMG (kept)	Viral genomes	0	0.36238694
CheckAMG (kept)	Viral genomes	0	0.36288473
CheckAMG (kept)	Viral genomes	0	0.3633825
CheckAMG (kept)	Viral genomes	0	0.36388028
CheckAMG (kept)	Viral genomes	0	0.36437806
CheckAMG (kept)	Viral genomes	0	0.36487582
CheckAMG (kept)	Viral genomes	0	0.3653736
CheckAMG (kept)	Viral genomes	0	0.36587137
CheckAMG (kept)	Viral genomes	0	0.36636916
CheckAMG (kept)	Viral genomes	0	0.36686695
CheckAMG (kept)	Viral genomes	0	0.3673647
CheckAMG (kept)	Viral genomes	0	0.3678625
CheckAMG (kept)	Viral genomes	0	0.36836028
CheckAMG (kept)	Viral genomes	0	0.36885804
CheckAMG (kept)	Viral genomes	0	0.36935583
CheckAMG (kept)	Viral genomes	0	0.36985362
CheckAMG (kept)	Viral genomes	0	0.37035137
CheckAMG (kept)	Viral genomes	0	0.37084916
CheckAMG (kept)	Viral genomes	0	0.37134695
CheckAMG (kept)	Viral genomes	0	0.3718447
CheckAMG (kept)	Viral genomes	0	0.3723425
CheckAMG (kept)	Viral genomes	0	0.37284026
CheckAMG (kept)	Viral genomes	0	0.37333804
CheckAMG (kept)	Viral genomes	0	0.37383583
CheckAMG (kept)	Viral genomes	0	0.3743336
CheckAMG (kept)	Viral genomes	0	0.37483138
CheckAMG (kept)	Viral genomes	0	0.37532917
CheckAMG (kept)	Viral genomes	0	0.37582693
CheckAMG (kept)	Viral genomes	0	0.3763247
CheckAMG (kept)	Viral genomes	0	0.3768225
CheckAMG (kept)	Viral genomes	0	0.37732026
CheckAMG (kept)	Viral genomes	0	0.37781805
CheckAMG (kept)	Viral genomes	0	0.3783158
CheckAMG (kept)	Viral genomes	0	0.3788136
CheckAMG (kept)	Viral genomes	0	0.37931138
CheckAMG (kept)	Viral genomes	0	0.37980914
CheckAMG (kept)	Viral genomes	0	0.38030693
CheckAMG (kept)	Viral genomes	0	0.38080472
CheckAMG (kept)	Viral genomes	0	0.38130248
CheckAMG (kept)	Viral genomes	0	0.38180026
CheckAMG (kept)	Viral genomes	0	0.38229805
CheckAMG (kept)	Viral genomes	0	0.3827958
CheckAMG (kept)	Viral genomes	0	0.3832936
CheckAMG (kept)	Viral genomes	0	0.38379136
CheckAMG (kept)	Viral genomes	0	0.38428915
CheckAMG (kept)	Viral genomes	0	0.38478693
CheckAMG (kept)	Viral genomes	0	0.3852847
CheckAMG (kept)	Viral genomes	0	0.38578248
CheckAMG (kept)	Viral genomes	0	0.38628027
CheckAMG (kept)	Viral genomes	0	0.38677803
CheckAMG (kept)	Viral genomes	0	0.38727582
CheckAMG (kept)	Viral genomes	0	0.3877736
CheckAMG (kept)	Viral genomes	0	0.38827136
CheckAMG (kept)	Viral genomes	0	0.38876915
CheckAMG (kept)	Viral genomes	0	0.38926694
CheckAMG (kept)	Viral genomes	0	0.3897647
CheckAMG (kept)	Viral genomes	0	0.39026248
CheckAMG (kept)	Viral genomes	0	0.39076024
CheckAMG (kept)	Viral genomes	0	0.39125803
CheckAMG (kept)	Viral genomes	0	0.39175582
