id	db	name	hard_NO_EXCEPTION	soft_NO_EXCEPTION	hard_allow_glycosyl	soft_allow_glycosyl	hard_allow_nucleotide	soft_allow_nucleotide	hard_allow_methyl	soft_allow_methyl	hard_allow_lipid	soft_allow_lipid
K26368	KEGG	FV3-008R; Iridoviridae putative DNA-directed RNA polymerase [EC:2.7.7.6]	True	False	False	False	False	False	False	False	False	False
K26369	KEGG	FV3-062L; Iridoviridae putative DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]	True	False	False	False	False	False	False	False	False	False
K26370	KEGG	IIV6-343L; Iridovirus probable DNA-directed RNA polymerase subunit [EC:2.7.7.6]	True	False	False	False	False	False	False	False	False	False
K26371	KEGG	IIV6-454R; Iridovirus putative DNA-directed RNA polymerase subunit	True	False	False	False	False	False	False	False	False	False
K26372	KEGG	NP1450L; Asfivirus DNA-directed RNA polymerase RPB1 [EC:2.7.7.6]	True	False	False	False	False	False	False	False	False	False
K26373	KEGG	EP1242L; Asfivirus DNA-directed RNA polymerase RPB2 [EC:2.7.7.6]	True	False	False	False	False	False	False	False	False	False
K26374	KEGG	C147L; Asfivirus DNA-directed RNA polymerase RPB6	True	False	False	False	False	False	False	False	False	False
K26375	KEGG	D205R; Asfivirus DNA-directed RNA polymerase RPB5	True	False	False	False	False	False	False	False	False	False
K26376	KEGG	CP80R; Asfivirus DNA-directed RNA polymerase RPB10	True	False	False	False	False	False	False	False	False	False
K26377	KEGG	H359L; Asfivirus DNA-directed RNA polymerase RPB3-11	True	False	False	False	False	False	False	False	False	False
K26378	KEGG	O174L; Asfivirus repair DNA polymerase X [EC:2.7.7.7]	True	False	False	False	False	False	False	False	False	False
K26379	KEGG	DPOL; Asfivirus DNA polymerase beta [EC:2.7.7.7]	True	False	False	False	False	False	False	False	False	False
K26394	KEGG	RdRp; Alphatetraviridae methyltransferase/helicase/RNA-directed RNA polymerase [EC:2.1.1.- 2.7.7.48 5.6.2.5]	True	False	False	False	False	False	False	False	False	False
K26395	KEGG	RdRp; Alphanodavirus RNA-directed RNA polymerase [EC:2.7.7.48]	True	False	False	False	False	False	False	False	False	False
K26396	KEGG	RdRp; Betanodavirus RNA-directed RNA polymerase [EC:2.7.7.48]	True	False	False	False	False	False	False	False	False	False
K26414	KEGG	DAM; Straboviridae DNA adenine methylase [EC:2.1.1.72]	True	False	False	False	False	False	False	False	False	False
K26425	KEGG	NP419L; Asfivirus DNA ligase [EC:6.5.1.1]	True	False	False	False	False	False	False	False	False	False
K26426	KEGG	P1192R; Asfivirus DNA topoisomerase II [EC:5.6.2.2]	True	False	False	False	False	False	False	False	False	False
K26431	KEGG	E296R; Asfivirus probable AP endonuclease [EC:3.1.21.-]	True	False	False	False	False	False	False	False	False	False
K26438	KEGG	S3; Aquareovirus major inner capsid protein VP3 [EC:5.6.2.-]	True	False	False	False	False	False	False	False	False	False
K26439	KEGG	ORF69; Alphabaculovirus cap-specific mRNA (nucleoside-2'-O-)-methyltransferase [EC:2.1.1.57]	True	False	False	False	False	False	False	False	False	False
K26441	KEGG	lig; DNA ligase [EC:6.5.1.1]	True	False	False	False	False	False	False	False	False	False
K26449	KEGG	PNK/PNL; Alphabaculovirus putative polynucleotide kinase / polynucleotide phosphatase / RNA ligase [EC:2.7.1.78 3.1.3.32 6.5.1.3]	True	False	False	False	False	False	False	False	False	False
K26507	KEGG	BVRF2; Lymphocryptovirus capsid scaffolding protein [EC:3.4.21.97]	True	False	False	False	False	False	False	False	False	False
K26508	KEGG	BGLF5; Lymphocryptovirus shutoff alkaline exonuclease [EC:3.1.-.-]	True	False	False	False	False	False	False	False	False	False
K26510	KEGG	FV3-083R; Iridoviridae probable DNA (cytosine-5)-methyltransferase [EC:2.1.1.37]	True	False	False	False	False	False	False	False	False	False
K26511	KEGG	VP1; Bocaparvovirus minor capsid protein VP1 [EC:3.1.1.4]	True	False	False	False	False	False	False	False	False	False
K26512	KEGG	UL12; Simplexvirus alkaline nuclease [EC:3.1.-.-]	True	False	False	False	False	False	False	False	False	False
K26517	KEGG	ORF1; Panicovirus RNA-directed RNA polymerase [EC:2.7.7.48]	True	False	False	False	False	False	False	False	False	False
K26518	KEGG	Rep; Circovirus replication-associated protein [EC:2.7.7.- 3.1.21.- 3.6.1.-]	True	False	False	False	False	False	False	False	False	False
K26525	KEGG	ORF1; Dianthovirus RNA-directed RNA polymerase [EC:2.7.7.48]	True	False	False	False	False	False	False	False	False	False
K26527	KEGG	hjc; Rudiviridae holliday junction resolvase [EC:3.1.21.10]	True	False	False	False	False	False	False	False	False	False
K26528	KEGG	C1; Begomovirus replication-associated protein [EC:2.7.7.- 3.1.21.-]	True	False	False	False	False	False	False	False	False	False
K26530	KEGG	A50R; Poxviridae DNA ligase [EC:6.5.1.1]	True	False	False	False	False	False	False	False	False	False
K26533	KEGG	G5R; Poxviridae putative nuclease [EC:3.1.-.-]	True	False	False	False	False	False	False	False	False	False
K26534	KEGG	A22R; Poxviridae DNA holliday junction resolvase [EC:3.1.-.-]	True	False	False	False	False	False	False	False	False	False
K26586	KEGG	COLQ; acetylcholinesterase collagenic tail peptide	True	False	False	False	False	False	False	False	False	False
K26590	KEGG	umaA; mycolic acid methyltransferase UmaA [EC:2.1.1.-]	True	False	False	False	False	False	False	False	False	False
K26594	KEGG	mmaA1; mycolic acid methyltransferase MmaA1 [EC:2.1.1.-]	True	False	False	False	False	False	False	False	False	False
K26611	KEGG	pol; Ackermannviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26612	KEGG	pol; Ackermannviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26613	KEGG	K26613; Kuttervirus RNA polymerase ADP-ribosylase	True	False	False	False	False	False	False	False	False	False
K26614	KEGG	K26614; Cyvirus DNA polymerase catalytic subunit	True	False	False	False	False	False	False	False	False	False
K26615	KEGG	RdRp; Alphaflexiviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26616	KEGG	RdRp; Alternavirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26617	KEGG	pol; Acidianus bottle-shaped virus DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26618	KEGG	RdRp; Hartmanivirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26619	KEGG	RdRp; Peropuvirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26620	KEGG	K26620; Ascovirus DNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26621	KEGG	K26621; Ascovirus virescens ascovirus DNA-directed RNA polymerase b subunit	True	False	False	False	False	False	False	False	False	False
K26622	KEGG	K26622; Ascovirus DNA-directed RNA polymerase II	True	False	False	False	False	False	False	False	False	False
K26623	KEGG	pol; Autographiviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26624	KEGG	pol; Autographiviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26625	KEGG	pol; Phikmvvirus DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26626	KEGG	K26626; Pseudomonas phage RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26627	KEGG	pol; Vibrio phage DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26628	KEGG	ORF1; Betaflexiviridae RNA replication polyprotein	True	False	False	False	False	False	False	False	False	False
K26630	KEGG	RdRp; Ilarvirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26631	KEGG	pol; Casjensviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26632	KEGG	pol; Chaseviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26633	KEGG	K26633; Chaseviridae RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26635	KEGG	RdRp; Chrysoviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26636	KEGG	RdRp; Chuviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26637	KEGG	RdRp; Velarivirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26638	KEGG	RdRp; Pseudomonas phage RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26639	KEGG	K26639; Thumleimavirales DNA polymerase elongation subunit family B	True	False	False	False	False	False	False	False	False	False
K26640	KEGG	RdRp; Duinviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26641	KEGG	RdRp; Emaravirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26642	KEGG	RdRp; Fusariviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26643	KEGG	pol; Clostridium phage DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26645	KEGG	pol; Herelleviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26647	KEGG	K26647; Herelleviridae RNA polymerase beta subunit	True	False	False	False	False	False	False	False	False	False
K26650	KEGG	pol; Intestiviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26651	KEGG	K26651; Chloriridovirus DNA-directed RNA polymerase II subunit E	True	False	False	False	False	False	False	False	False	False
K26652	KEGG	K26652; Chloriridovirus RNA polymerase II subunit Rpb5b	True	False	False	False	False	False	False	False	False	False
K26653	KEGG	K26653; Lymphocystis disease virus RNA-directed DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26654	KEGG	pol; Kyanoviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26655	KEGG	K26655; Marseilleviridae DNA polymerase delta catalytic subunit	True	False	False	False	False	False	False	False	False	False
K26656	KEGG	K26656; Marseilleviridae DNA-directed RNA polymerase subunit 2	True	False	False	False	False	False	False	False	False	False
K26657	KEGG	K26657; Marseilleviridae DNA-directed RNA polymerase subunit alpha	True	False	False	False	False	False	False	False	False	False
K26658	KEGG	K26658; Marseilleviridae DNA-directed RNA polymerase subunit RPB5	True	False	False	False	False	False	False	False	False	False
K26659	KEGG	RdRp; Megabirnavirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26660	KEGG	K26660; Mesyanzhinovviridae bifunctional DNA primase/polymerase	True	False	False	False	False	False	False	False	False	False
K26661	KEGG	pol; Mesyanzhinovviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26662	KEGG	K26662; Mesyanzhinovviridae DNA polymerase I	True	False	False	False	False	False	False	False	False	False
K26663	KEGG	K26663; Mimiviridae DNA-directed RNA polymerase subunit L	True	False	False	False	False	False	False	False	False	False
K26664	KEGG	K26664; Mimiviridae DNA-directed RNA polymerase subunit 5	True	False	False	False	False	False	False	False	False	False
K26665	KEGG	K26665; Mimiviridae DNA-directed RNA polymerase subunit 6	True	False	False	False	False	False	False	False	False	False
K26666	KEGG	K26666; Mimiviridae putative DNA polymerase family X	True	False	False	False	False	False	False	False	False	False
K26667	KEGG	K26667; Mimiviridae putative DNA-directed RNA polymerase subunit Rpb9	True	False	False	False	False	False	False	False	False	False
K26668	KEGG	K26668; Mimiviridae putative DNA-directed RNA polymerase subunit Rpb7	True	False	False	False	False	False	False	False	False	False
K26670	KEGG	RdRp; Mitoviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26675	KEGG	FSIP2; fibrous sheath-interacting protein 2	True	False	False	False	False	False	False	False	False	False
K26684	KEGG	RdRp; Nodaviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26685	KEGG	RdRp; Nyamiviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26688	KEGG	RdRp; Partitiviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26693	KEGG	RdRp; Phasmaviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26694	KEGG	L; Phenuiviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-]	True	False	False	False	False	False	False	False	False	False
K26695	KEGG	NP; Phenuiviridae nucleocapsid protein	True	False	False	False	False	False	False	False	False	False
K26696	KEGG	K26696; Prasinovirus DNA polymerase exonuclease subunit	True	False	False	False	False	False	False	False	False	False
K26697	KEGG	K26697; Phycodnaviridae DNA-directed RNA polymerase II subunit RPB9	True	False	False	False	False	False	False	False	False	False
K26698	KEGG	ORF5; Sopolycivirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26699	KEGG	RdRp; Polymycovirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26700	KEGG	K26700; Poxviridae DNA polymerase-beta / AP endonuclease	True	False	False	False	False	False	False	False	False	False
K26702	KEGG	K26702; Poxviridae RNA polymerase RPO18	True	False	False	False	False	False	False	False	False	False
K26703	KEGG	K26703; Poxviridae RNA polymerase RPO35	True	False	False	False	False	False	False	False	False	False
K26704	KEGG	L; Rhabdoviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26705	KEGG	pol; Rountreeviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26706	KEGG	pol; Schitoviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26707	KEGG	K26707; Schitoviridae RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26709	KEGG	K26709; Schitoviridae RNA polymerase RNAP1 subunit A	True	False	False	False	False	False	False	False	False	False
K26710	KEGG	K26710; Schitoviridae RNA polymerase RNAP1 subunit B	True	False	False	False	False	False	False	False	False	False
K26712	KEGG	RdRp; Lake Sinai virus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26713	KEGG	RdRp; Fijivirus RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26714	KEGG	K26714; Steigviridae DNA polymerase I	True	False	False	False	False	False	False	False	False	False
K26715	KEGG	K26715; Marseillevirus putative RNA methyltransferase	True	False	False	False	False	False	False	False	False	False
K26717	KEGG	K26717; Steigviridae putative RNA polymerase subunit	True	False	False	False	False	False	False	False	False	False
K26718	KEGG	K26718; Aeromonas phage Alt-like RNA polymerase ADP-ribosyltransferase	True	False	False	False	False	False	False	False	False	False
K26720	KEGG	K26720; Straboviridae RNA polymerase ADP-ribosylase	True	False	False	False	False	False	False	False	False	False
K26722	KEGG	pol; Suoliviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26723	KEGG	pol; Bacillus phage DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26724	KEGG	RdRp; Totiviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26725	KEGG	RdRp; Totiviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26726	KEGG	RdRp; Xinmoviridae RNA-directed RNA polymerase	True	False	False	False	False	False	False	False	False	False
K26727	KEGG	pol; Zierdtviridae DNA polymerase	True	False	False	False	False	False	False	False	False	False
K26754	KEGG	gp24; Straboviridae capsid vertex protein	True	False	False	False	False	False	False	False	False	False
K26755	KEGG	soc; Straboviridae small outer capsid protein	True	False	False	False	False	False	False	False	False	False
K26756	KEGG	hoc; Straboviridae highly immunogenic outer capsid protein	True	False	False	False	False	False	False	False	False	False
K26760	KEGG	inh; Straboviridae inhibitor of prohead protease Gp21, minor capsid protein	True	False	False	False	False	False	False	False	False	False
K26762	KEGG	gp22; Straboviridae capsid assembly scaffolding protein	True	False	False	False	False	False	False	False	False	False
K26765	KEGG	gp20; Straboviridae portal protein	True	False	False	False	False	False	False	False	False	False
K26775	KEGG	gp34; Straboviridae long-tail fiber proximal subunit	True	False	False	False	False	False	False	False	False	False
K26776	KEGG	gp35; Straboviridae long-tail fiber protein Gp35	True	False	False	False	False	False	False	False	False	False
K26777	KEGG	gp36; Straboviridae long-tail fiber protein Gp36	True	False	False	False	False	False	False	False	False	False
K26778	KEGG	gp37; Straboviridae long-tail fiber protein Gp37	True	False	False	False	False	False	False	False	False	False
K26779	KEGG	gp9; Straboviridae baseplate protein Gp9	True	False	False	False	False	False	False	False	False	False
K26780	KEGG	gp10; Straboviridae baseplate wedge protein Gp10	True	False	False	False	False	False	False	False	False	False
K26781	KEGG	gp11; Straboviridae baseplate wedge protein Gp11	True	False	False	False	False	False	False	False	False	False
K26782	KEGG	gp12; Straboviridae short tail fiber protein Gp12	True	False	False	False	False	False	False	False	False	False
K26783	KEGG	gp6; Straboviridae baseplate wedge protein Gp6	True	False	False	False	False	False	False	False	False	False
K26784	KEGG	gp7; Straboviridae baseplate wedge protein Gp7	True	False	False	False	False	False	False	False	False	False
K26785	KEGG	gp8; Straboviridae baseplate wedge protein Gp8	True	False	False	False	False	False	False	False	False	False
K26786	KEGG	gp53; Straboviridae baseplate wedge protein Gp53	True	False	False	False	False	False	False	False	False	False
K26788	KEGG	gp27; Straboviridae baseplate hub protein Gp27	True	False	False	False	False	False	False	False	False	False
K26789	KEGG	gp5.4; Straboviridae baseplate puncturing device Gp5.4	True	False	False	False	False	False	False	False	False	False
K26790	KEGG	gp26; Straboviridae baseplate hub assembly protein Gp26	True	False	False	False	False	False	False	False	False	False
K26791	KEGG	gp28; Straboviridae baseplate hub assembly protein Gp28	True	False	False	False	False	False	False	False	False	False
K26793	KEGG	gp51; Straboviridae baseplate hub assembly protein Gp51	True	False	False	False	False	False	False	False	False	False
K26794	KEGG	gp48; Straboviridae baseplate tail-tube junction protein Gp48	True	False	False	False	False	False	False	False	False	False
K26795	KEGG	gp54; Straboviridae baseplate tail-tube junction protein Gp54	True	False	False	False	False	False	False	False	False	False
K26802	KEGG	alpha; Alphanodavirus capsid protein alpha [EC:3.4.23.44]	True	False	False	False	False	False	False	False	False	False
K26803	KEGG	gp31; Straboviridae capsid assembly protein Gp31	True	False	False	False	False	False	False	False	False	False
K26805	KEGG	gp38; Straboviridae tail fiber assembly protein	True	False	False	False	False	False	False	False	False	False
K26806	KEGG	gp57; Straboviridae tail fiber assembly helper protein	True	False	False	False	False	False	False	False	False	False
K26825	KEGG	K26825; Demerecviridae exonuclease	True	False	False	False	False	False	False	False	False	False
K26844	KEGG	K26844; Ackermannviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26846	KEGG	K26846; Ackermannviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26847	KEGG	mtpB; proline betaine --- corrinoid protein Co-methyltransferase [EC:2.1.1.388]	True	False	False	False	False	False	False	False	False	False
K26848	KEGG	K26848; Ackermannviridae DNA helicase subunit of helicase-primase complex	True	False	False	False	False	False	False	False	False	False
K26849	KEGG	ORF71; Cyvirus helicase-primase helicase subunit	True	False	False	False	False	False	False	False	False	False
K26850	KEGG	ORF46; Cyprinid herpesvirus helicase-primase primase subunit	True	False	False	False	False	False	False	False	False	False
K26851	KEGG	K26851; Ascovirus DEAD-like helicase	True	False	False	False	False	False	False	False	False	False
K26852	KEGG	K26852; Heliothis virescens ascovirus helicase	True	False	False	False	False	False	False	False	False	False
K26853	KEGG	K26853; African swine fever virus helicase	True	False	False	False	False	False	False	False	False	False
K26854	KEGG	K26854; African swine fever virus helicase	True	False	False	False	False	False	False	False	False	False
K26855	KEGG	K26855; African swine fever virus helicase	True	False	False	False	False	False	False	False	False	False
K26856	KEGG	K26856; African swine fever virus helicase	True	False	False	False	False	False	False	False	False	False
K26857	KEGG	K26857; African swine fever virus helicase	True	False	False	False	False	False	False	False	False	False
K26860	KEGG	K26860; Autographiviridae DNA primase/helicase	True	False	False	False	False	False	False	False	False	False
K26861	KEGG	K26861; Autographiviridae putative DNA helicase	True	False	False	False	False	False	False	False	False	False
K26862	KEGG	K26862; Baculoviridae DNA helicase 2	True	False	False	False	False	False	False	False	False	False
K26863	KEGG	gp1; Ilarvirus methyltransferase/helicase	True	False	False	False	False	False	False	False	False	False
K26864	KEGG	K26864; Casjensviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26865	KEGG	K26865; Ruegeria phage DNA helicase	True	False	False	False	False	False	False	False	False	False
K26866	KEGG	K26866; Ruegeria phage superfamily II DNA/RNA helicase	True	False	False	False	False	False	False	False	False	False
K26867	KEGG	K26867; Chaseviridae DNA primase/helicase	True	False	False	False	False	False	False	False	False	False
K26868	KEGG	K26868; Demerecviridae DNA primase/helicase	True	False	False	False	False	False	False	False	False	False
K26869	KEGG	K26869; Demerecviridae helicase	True	False	False	False	False	False	False	False	False	False
K26870	KEGG	D10; Demerecviridae probable helicase D10 [EC:5.6.2.-]	True	False	False	False	False	False	False	False	False	False
K26871	KEGG	K26871; Demerecviridae putative replicative DNA helicase	True	False	False	False	False	False	False	False	False	False
K26872	KEGG	K26872; Drexlerviridae ATP-dependent helicase	True	False	False	False	False	False	False	False	False	False
K26873	KEGG	K26873; Drexlerviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26874	KEGG	K26874; Haloferacalesvirus DNA helicase	True	False	False	False	False	False	False	False	False	False
K26875	KEGG	K26875; Herelleviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26876	KEGG	K26876; Bacillus phage DNA helicase	True	False	False	False	False	False	False	False	False	False
K26877	KEGG	K26877; Herelleviridae DNA primase/helicase	True	False	False	False	False	False	False	False	False	False
K26878	KEGG	K26878; Bacillus phage helicase DnaB-like	True	False	False	False	False	False	False	False	False	False
K26879	KEGG	K26879; Herelleviridae helicase DnaB-like	True	False	False	False	False	False	False	False	False	False
K26880	KEGG	U73; Roseolovirus DNA replication origin-binding helicase	True	False	False	False	False	False	False	False	False	False
K26881	KEGG	K26881; Intestiviridae Dda-like helicase	True	False	False	False	False	False	False	False	False	False
K26882	KEGG	K26882; Jahgtovirus DNA helicase	True	False	False	False	False	False	False	False	False	False
K26883	KEGG	K26883; Intestiviridae DNA replication ATP-dependent helicase	True	False	False	False	False	False	False	False	False	False
K26884	KEGG	K26884; Chloriridovirus helicase	True	False	False	False	False	False	False	False	False	False
K26885	KEGG	K26885; Ranavirus helicase	True	False	False	False	False	False	False	False	False	False
K26886	KEGG	K26886; Chloriridovirus putative helicase	True	False	False	False	False	False	False	False	False	False
K26887	KEGG	K26887; Iridoviridae putative NTPase/helicase-like protein	True	False	False	False	False	False	False	False	False	False
K26888	KEGG	K26888; Chloriridovirus SWI/SNF2 family helicase	True	False	False	False	False	False	False	False	False	False
K26889	KEGG	K26889; Iridoviridae Uvr/REP helicase	True	False	False	False	False	False	False	False	False	False
K26890	KEGG	K26890; Kyanoviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26891	KEGG	K26891; Kyanoviridae DNA primase/helicase	True	False	False	False	False	False	False	False	False	False
K26892	KEGG	K26892; Kyanoviridae helicase	True	False	False	False	False	False	False	False	False	False
K26893	KEGG	K26893; Betalipothrixvirus holliday junction branch migration helicase	True	False	False	False	False	False	False	False	False	False
K26894	KEGG	K26894; Betalipothrixvirus putative helicase	True	False	False	False	False	False	False	False	False	False
K26895	KEGG	K26895; Marseillevirus highly derived D5-like helicase-primase	True	False	False	False	False	False	False	False	False	False
K26896	KEGG	K26896; Marseillevirus D6/D11-like helicase	True	False	False	False	False	False	False	False	False	False
K26897	KEGG	K26897; Marseillevirus putative D6/D11-like helicase	True	False	False	False	False	False	False	False	False	False
K26898	KEGG	K26898; Marseillevirus putative helicase	True	False	False	False	False	False	False	False	False	False
K26899	KEGG	K26899; Marseillevirus putative superfamily II helicase	True	False	False	False	False	False	False	False	False	False
K26900	KEGG	K26900; Mesyanzhinovviridae Dda-like helicase	True	False	False	False	False	False	False	False	False	False
K26901	KEGG	K26901; Mesyanzhinovviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26902	KEGG	K26902; Mesyanzhinovviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26903	KEGG	K26903; Mimiviridae putative ATP-dependent DNA helicase	True	False	False	False	False	False	False	False	False	False
K26904	KEGG	K26904; Mimiviridae putative ATP-dependent helicase	True	False	False	False	False	False	False	False	False	False
K26905	KEGG	K26905; Mimiviridae putative ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26906	KEGG	K26906; Mimiviridae putative ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26907	KEGG	K26907; Mimiviridae putative ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26908	KEGG	K26908; Mimiviridae putative ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26909	KEGG	K26909; Mimiviridae putative ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26910	KEGG	K26910; Mimiviridae putative ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26914	KEGG	K26914; Mimiviridae putative DNA helicase	True	False	False	False	False	False	False	False	False	False
K26915	KEGG	K26915; Mimiviridae putative helicase	True	False	False	False	False	False	False	False	False	False
K26916	KEGG	K26916; Chlorovirus ATP-dependent RNA helicase	True	False	False	False	False	False	False	False	False	False
K26917	KEGG	K26917; Phycodnaviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26918	KEGG	K26918; Chlorovirus holliday junction branch migration helicase	True	False	False	False	False	False	False	False	False	False
K26919	KEGG	K26919; Prasinovirus NTPase/helicase	True	False	False	False	False	False	False	False	False	False
K26920	KEGG	K26920; Prasinovirus putative VV A18 helicase	True	False	False	False	False	False	False	False	False	False
K26921	KEGG	K26921; Poxviridae NTPase/helicase	True	False	False	False	False	False	False	False	False	False
K26922	KEGG	K26922; Schitoviridae ATP-dependent RecD-like DNA helicase	True	False	False	False	False	False	False	False	False	False
K26923	KEGG	K26923; Steigviridae replicative DNA helicase	True	False	False	False	False	False	False	False	False	False
K26924	KEGG	K26924; Straboviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26925	KEGG	K26925; Vibrio phage DNA helicase	True	False	False	False	False	False	False	False	False	False
K26926	KEGG	K26926; Straboviridae putative RNA-DNA and DNA-DNA helicase ATPase	True	False	False	False	False	False	False	False	False	False
K26927	KEGG	K26927; Suoliviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26928	KEGG	K26928; Mycobacterium phage DnaB-like replicative helicase	True	False	False	False	False	False	False	False	False	False
K26929	KEGG	K26929; Zierdtviridae DNA helicase	True	False	False	False	False	False	False	False	False	False
K26930	KEGG	mtqA; [methyl-Co(III) quaternary-amine-specific corrinoid protein]---tetrahydrofolate methyltransferase [EC:2.1.1.389]	True	False	False	False	False	False	False	False	False	False
K26936	KEGG	TIMD4, TIM4; T-cell immunoglobulin and mucin domain-containing protein 4	True	False	False	False	False	False	False	False	False	False
K26940	KEGG	gp10; Autographiviridae major head protein	True	False	False	False	False	False	False	False	False	False
K26943	KEGG	gp8; Autographiviridae portal protein	True	False	False	False	False	False	False	False	False	False
K26946	KEGG	gp17; Autographiviridae tail fiber protein	True	False	False	False	False	False	False	False	False	False
K26947	KEGG	gp9; Autographiviridae capsid assembly scaffolding protein	True	False	False	False	False	False	False	False	False	False
K26951	KEGG	gp19; Autographiviridae terminase large subunit [EC:3.6.4.- 3.1.21.-]	True	False	False	False	False	False	False	False	False	False
K26952	KEGG	gp18; Autographiviridae terminase small subunit	True	False	False	False	False	False	False	False	False	False
K26961	KEGG	E; Enterobacteria phage major capsid protein	True	False	False	False	False	False	False	False	False	False
K26962	KEGG	D; Enterobacteria phage capsid decoration protein	True	False	False	False	False	False	False	False	False	False
K26963	KEGG	B; Enterobacteria phage portal protein	True	False	False	False	False	False	False	False	False	False
K26964	KEGG	W; Enterobacteria phage head completion protein	True	False	False	False	False	False	False	False	False	False
K26966	KEGG	FII; Enterobacteria phage head-tail connector protein FII	True	False	False	False	False	False	False	False	False	False
K26967	KEGG	Z; Enterobacteria phage tail completion protein	True	False	False	False	False	False	False	False	False	False
K26968	KEGG	U; Enterobacteria phage tail tube terminator protein	True	False	False	False	False	False	False	False	False	False
K26969	KEGG	V; Enterobacteria phage tail tube protein	True	False	False	False	False	False	False	False	False	False
K26970	KEGG	G; Enterobacteria phage tail assembly protein G	True	False	False	False	False	False	False	False	False	False
