id	db	name	category_L1	category_L2	category_L3
PF02049.24	Pfam	Flagellar hook-basal body complex protein FliE	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02050.23	Pfam	Flagellar FliJ protein	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02107.22	Pfam	Flagellar L-ring protein	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02108.22	Pfam	Flagellar assembly protein FliH	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02119.22	Pfam	Flagellar P-ring protein	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02120.22	Pfam	Flagellar hook-length control protein FliK	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02154.22	Pfam	Flagellar motor switch protein FliM	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02258.22	Pfam	Shiga-like toxin beta subunit	Toxin-antitoxin systems	Toxin	
PF02381.24	Pfam	MraZ protein, putative antitoxin-like	Toxin-antitoxin systems	Antitoxin	
PF02381.24	Pfam	MraZ protein, putative antitoxin-like	Toxin-antitoxin systems	Toxin-antitoxin module	
PF02452.24	Pfam	PemK-like, MazF-like toxin of type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF02465.24	Pfam	Flagellar hook-associated protein 2 N-terminus	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02501.23	Pfam	Type II secretion system (T2SS), protein I	Secretion & extracellular processes	Secretion system	
PF02512.20	Pfam	Virulence determinant	Virulence & host interaction	Virulence factor	
PF02561.21	Pfam	Flagellar protein FliS	Motility & cell-surface dynamics	Flagellar assembly / function	
PF02604.27	Pfam	Antitoxin Phd_YefM, type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF02691.23	Pfam	Vacuolating cyotoxin beta-helical domain	Toxin-antitoxin systems	Toxin	
PF02697.22	Pfam	Putative antitoxin	Toxin-antitoxin systems	Antitoxin	
PF02697.22	Pfam	Putative antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF02763.21	Pfam	Diphtheria toxin, C domain	Toxin-antitoxin systems	Toxin	
PF02764.21	Pfam	Diphtheria toxin, T domain	Toxin-antitoxin systems	Toxin	
PF02794.24	Pfam	RTX toxin acyltransferase family	Toxin-antitoxin systems	Toxin	
PF02819.22	Pfam	Spider toxin	Toxin-antitoxin systems	Toxin	
PF02876.25	Pfam	Staphylococcal/Streptococcal toxin, beta-grasp domain	Toxin-antitoxin systems	Toxin	
PF02917.21	Pfam	Pertussis toxin, subunit 1	Toxin-antitoxin systems	Toxin	
PF02918.21	Pfam	Pertussis toxin, subunit 2 and 3, C-terminal domain	Toxin-antitoxin systems	Toxin	
PF02950.23	Pfam	Conotoxin	Toxin-antitoxin systems	Toxin	
PF03077.20	Pfam	Putative vacuolating cytotoxin	Toxin-antitoxin systems	Toxin	
PF03225.20	Pfam	Viral heat shock protein Hsp90 homologue	Stress response & homeostasis	Heat-shock response	
PF03230.19	Pfam	Antirestriction protein	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF03318.19	Pfam	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2	Toxin-antitoxin systems	Toxin	
PF03419.19	Pfam	Sporulation factor SpoIIGA	Sporulation & developmental	Sporulation	
PF03440.21	Pfam	Aerolysin/Pertussis toxin (APT) domain	Toxin-antitoxin systems	Toxin	
PF03495.20	Pfam	Clostridial binary toxin B/anthrax toxin PA Ca-binding domain	Toxin-antitoxin systems	Toxin	
PF03497.23	Pfam	Anthrax toxin LF subunit	Toxin-antitoxin systems	Toxin	
PF03498.21	Pfam	Cytolethal distending toxin A/C domain	Toxin-antitoxin systems	Toxin	
PF03505.21	Pfam	Clostridium enterotoxin	Toxin-antitoxin systems	Toxin	
PF03507.19	Pfam	CagA exotoxin phosphopeptide substrate mimic region	Toxin-antitoxin systems	Toxin	
PF03534.19	Pfam	Salmonella virulence plasmid 65kDa B protein	Virulence & host interaction	Virulence factor	
PF03538.19	Pfam	Salmonella virulence plasmid 28.1kDa A protein	Virulence & host interaction	Virulence factor	
PF03543.21	Pfam	Yersinia/Haemophilus virulence surface antigen	Virulence & host interaction	Virulence factor	
PF03545.19	Pfam	Yersinia virulence determinant (YopE)	Virulence & host interaction	Virulence factor	
PF03631.22	Pfam	Virulence factor BrkB	Virulence & host interaction	Virulence factor	
PF03693.21	Pfam	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH	Toxin-antitoxin systems	Toxin-antitoxin module	
PF03748.20	Pfam	Flagellar basal body-associated protein FliL	Motility & cell-surface dynamics	Flagellar assembly / function	
PF03862.19	Pfam	SpoVAC/SpoVAEB sporulation membrane protein	Sporulation & developmental	Sporulation	
PF03865.20	Pfam	Haemolysin secretion/activation protein ShlB/FhaC/HecB	Secretion & extracellular processes	Secretion system	
PF03883.21	Pfam	Peroxide stress protein YaaA	Stress response & homeostasis	General stress response	
PF03934.20	Pfam	Type II secretion system (T2SS), protein K	Secretion & extracellular processes	Secretion system	
PF03944.21	Pfam	delta endotoxin	Toxin-antitoxin systems	Toxin	
PF03945.20	Pfam	delta endotoxin, N-terminal domain	Toxin-antitoxin systems	Toxin	
PF03958.23	Pfam	Bacterial type II/III secretion system short domain	Secretion & extracellular processes	Secretion system	
PF03961.20	Pfam	Flagellar Assembly Protein A beta solenoid domain	Motility & cell-surface dynamics	Flagellar assembly / function	
PF03963.20	Pfam	Flagellar hook capping protein - N-terminal region	Motility & cell-surface dynamics	Flagellar assembly / function	
PF04014.24	Pfam	Antidote-toxin recognition MazE, bacterial antitoxin	Toxin-antitoxin systems	Antitoxin	
PF04014.24	Pfam	Antidote-toxin recognition MazE, bacterial antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF04119.18	Pfam	Heat shock protein 9/12	Stress response & homeostasis	Heat-shock response	
PF04221.19	Pfam	RelB antitoxin	Toxin-antitoxin systems	Antitoxin	
PF04221.19	Pfam	RelB antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF04232.19	Pfam	Stage V sporulation protein S (SpoVS)	Sporulation & developmental	Sporulation	
PF04347.19	Pfam	Flagellar biosynthesis protein, FliO	Motility & cell-surface dynamics	Flagellar assembly / function	
PF04365.20	Pfam	Ribonuclease toxin, BrnT, of type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF04386.19	Pfam	Stringent starvation protein B	Stress response & homeostasis	Stringent response	
PF04518.18	Pfam	Effector from type III secretion system	Secretion & extracellular processes	Secretion system	
PF04612.19	Pfam	Type II secretion system (T2SS), protein M	Secretion & extracellular processes	Secretion system	
PF04620.19	Pfam	Flagellar filament outer layer protein Flaa	Motility & cell-surface dynamics	Flagellar assembly / function	
PF04686.19	Pfam	Streptomyces sporulation and cell division protein, SsgA	Sporulation & developmental	Sporulation	
PF04717.19	Pfam	Type VI secretion system/phage-baseplate injector OB domain	Secretion & extracellular processes	Secretion system	
PF04829.19	Pfam	Pre-toxin domain with VENN motif	Toxin-antitoxin systems	Toxin	
PF04888.18	Pfam	Secretion system effector C (SseC) like family	Secretion & extracellular processes	Secretion system	
PF05015.19	Pfam	RelE-like toxin of type II toxin-antitoxin system HigB	Toxin-antitoxin systems	Toxin-antitoxin module	
PF05016.22	Pfam	ParE toxin of type II toxin-antitoxin system, parDE	Toxin-antitoxin systems	Toxin-antitoxin module	
PF05107.18	Pfam	CRISPR-associated protein Cas7	Defense & anti-defense systems	CRISPR-Cas system	
PF05108.19	Pfam	Type VII secretion system ESX-1, transport TM domain B	Secretion & extracellular processes	Secretion system	
PF05134.20	Pfam	Type II secretion system (T2SS), protein L	Secretion & extracellular processes	Secretion system	
PF05149.18	Pfam	Paraflagellar rod protein	Motility & cell-surface dynamics	Flagellar assembly / function	
PF05272.18	Pfam	Virulence-associated protein E-like domain	Virulence & host interaction	Virulence factor	
PF05294.20	Pfam	Scorpion short toxin	Toxin-antitoxin systems	Toxin	
PF05353.17	Pfam	Delta Atracotoxin	Toxin-antitoxin systems	Toxin	
PF05364.20	Pfam	Salmonella type III secretion SopE effector N-terminus	Secretion & extracellular processes	Secretion system	
PF05374.18	Pfam	Mu-Conotoxin	Toxin-antitoxin systems	Toxin	
PF05394.17	Pfam	Avirulence protein	Virulence & host interaction	Virulence factor	
PF05400.19	Pfam	Flagellar protein FliT	Motility & cell-surface dynamics	Flagellar assembly / function	
PF05422.18	Pfam	Stress-activated map kinase interacting protein 1 (SIN1)	Stress response & homeostasis	General stress response	
PF05431.17	Pfam	Insecticidal Crystal Toxin, P42	Toxin-antitoxin systems	Toxin	
PF05453.19	Pfam	BmTXKS1/BmP02 toxin family	Toxin-antitoxin systems	Toxin	
PF05526.18	Pfam	Rhodococcus equi virulence-associated protein	Virulence & host interaction	Virulence factor	
PF05563.19	Pfam	Salmonella plasmid virulence protein SpvD	Virulence & host interaction	Virulence factor	
PF05591.18	Pfam	Type VI secretion system, VipA, VC_A0107 or Hcp2	Secretion & extracellular processes	Secretion system	
PF05627.17	Pfam	Cleavage site for pathogenic type III effector avirulence factor Avr	Virulence & host interaction	Virulence factor	
PF05638.19	Pfam	Type VI secretion system effector, Hcp	Secretion & extracellular processes	Secretion system	
PF05655.17	Pfam	Pseudomonas avirulence D protein (AvrD)	Virulence & host interaction	Virulence factor	
PF05707.19	Pfam	Zonular occludens toxin (Zot)	Toxin-antitoxin systems	Toxin	
PF05791.17	Pfam	Bacillus haemolytic enterotoxin (HBL)	Toxin-antitoxin systems	Toxin	
PF05802.16	Pfam	SPI-2 type 3 secretion system translocon protein SctB	Secretion & extracellular processes	Secretion system	
PF05860.20	Pfam	TPS secretion domain	Secretion & extracellular processes	Secretion system	
PF05925.18	Pfam	Enterobacterial virulence protein IpgD	Virulence & host interaction	Virulence factor	
PF05936.18	Pfam	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	Secretion & extracellular processes	Secretion system	
PF05946.18	Pfam	Toxin-coregulated pilus subunit TcpA	Toxin-antitoxin systems	Toxin	
PF05947.18	Pfam	Type VI secretion system, TssF	Secretion & extracellular processes	Secretion system	
PF05977.20	Pfam	Transmembrane secretion effector	Secretion & extracellular processes	Secretion system	
PF05980.18	Pfam	Toxin 7	Toxin-antitoxin systems	Toxin	
PF06023.19	Pfam	CRISPR-associated exonuclease Csa1	Defense & anti-defense systems	CRISPR-Cas system	
PF06057.18	Pfam	Bacterial virulence protein (VirJ)	Virulence & host interaction	Virulence factor	
PF06154.18	Pfam	CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A	Toxin-antitoxin systems	Toxin	
PF06254.18	Pfam	Bacterial toxin ydaT	Toxin-antitoxin systems	Toxin	
PF06255.19	Pfam	Neisseria toxin MafB	Toxin-antitoxin systems	Toxin	
PF06257.18	Pfam	Biofilm formation stimulator VEG	Motility & cell-surface dynamics	Biofilm formation / dispersal	
PF06265.17	Pfam	Putative antitoxin YutD-like	Toxin-antitoxin systems	Antitoxin	
PF06265.17	Pfam	Putative antitoxin YutD-like	Toxin-antitoxin systems	Toxin-antitoxin module	
PF06289.17	Pfam	Flagellar and Swarming motility proteins	Motility & cell-surface dynamics	Flagellar assembly / function	
PF06296.19	Pfam	RelE toxin of RelE / RelB toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF06340.17	Pfam	Vibrio cholerae toxin co-regulated pilus biosynthesis protein F	Toxin-antitoxin systems	Toxin	
PF06357.17	Pfam	Omega-atracotoxin	Toxin-antitoxin systems	Toxin	
PF06366.20	Pfam	Flagellar protein FlhE	Motility & cell-surface dynamics	Flagellar assembly / function	
PF06414.19	Pfam	Zeta toxin	Toxin-antitoxin systems	Toxin	
PF06429.19	Pfam	Flagellar basal body rod FlgEFG protein C-terminal	Motility & cell-surface dynamics	Flagellar assembly / function	
PF06453.17	Pfam	Type II heat-labile enterotoxin , B subunit (LT-IIB)	Toxin-antitoxin systems	Toxin	
PF06511.17	Pfam	Type III secretion systems tip complex components	Secretion & extracellular processes	Secretion system	
PF06558.18	Pfam	Secretion monitor precursor protein (SecM)	Secretion & extracellular processes	Secretion system	
PF06635.17	Pfam	Type 3 secretion system stator protein	Secretion & extracellular processes	Secretion system	
PF06686.17	Pfam	Stage III sporulation protein AC/AD protein family	Sporulation & developmental	Sporulation	
PF06744.19	Pfam	Type VI secretion protein IcmF C2-like domain	Secretion & extracellular processes	Secretion system	
PF06755.19	Pfam	CbtA_toxin of type IV toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF06769.21	Pfam	YoeB-like toxin of bacterial type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF06812.18	Pfam	ImpA, N-terminal, type VI secretion system	Secretion & extracellular processes	Secretion system	
PF06825.18	Pfam	Heat shock factor binding protein 1	Stress response & homeostasis	Heat-shock response	
PF06898.17	Pfam	Putative stage IV sporulation protein YqfD	Sporulation & developmental	Sporulation	
PF06986.17	Pfam	F-type Type IV secretion system, TraN	Secretion & extracellular processes	Secretion system	
PF06996.17	Pfam	Type VI secretion, TssG	Secretion & extracellular processes	Secretion system	
PF07077.17	Pfam	Virulence factor BPSS1818	Virulence & host interaction	Virulence factor	
PF07195.18	Pfam	Flagellar hook-associated protein 2 C-terminus	Motility & cell-surface dynamics	Flagellar assembly / function	
PF07228.18	Pfam	Stage II sporulation protein E (SpoIIE)	Sporulation & developmental	Sporulation	
PF07240.18	Pfam	Stress-inducible humoral factor Turandot	Stress response & homeostasis	General stress response	
PF07254.18	Pfam	Membrane-bound toxin component of toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF07275.17	Pfam	Antirestriction protein (ArdA)	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF07309.17	Pfam	Flagellar protein FlaF	Motility & cell-surface dynamics	Flagellar assembly / function	
PF07321.18	Pfam	Type III secretion protein YscO	Secretion & extracellular processes	Secretion system	
PF07342.18	Pfam	TscT toxin protein	Toxin-antitoxin systems	Toxin	
PF07362.19	Pfam	Post-segregation antitoxin CcdA	Toxin-antitoxin systems	Antitoxin	
PF07362.19	Pfam	Post-segregation antitoxin CcdA	Toxin-antitoxin systems	Toxin-antitoxin module	
PF07365.18	Pfam	Alpha conotoxin precursor	Toxin-antitoxin systems	Toxin	
PF07378.17	Pfam	Flagellar protein FlbT	Motility & cell-surface dynamics	Flagellar assembly / function	
PF07451.18	Pfam	Stage V sporulation protein AD (SpoVAD)	Sporulation & developmental	Sporulation	
PF07454.19	Pfam	Stage II sporulation protein P (SpoIIP)	Sporulation & developmental	Sporulation	
PF07473.16	Pfam	Spasmodic peptide gm9a; conotoxin from Conus species	Toxin-antitoxin systems	Toxin	
PF07520.17	Pfam	Virulence factor SrfB	Virulence & host interaction	Virulence factor	
PF07559.20	Pfam	Flagellar basal body protein FlaE D2 domain	Motility & cell-surface dynamics	Flagellar assembly / function	
PF07591.16	Pfam	Pretoxin HINT domain	Toxin-antitoxin systems	Toxin	
PF07712.19	Pfam	Stress up-regulated Nod 19	Stress response & homeostasis	General stress response	
PF07737.18	Pfam	Anthrax toxin lethal factor, N- and C-terminal domain	Toxin-antitoxin systems	Toxin	
PF07740.19	Pfam	Ion channel inhibitory toxin	Toxin-antitoxin systems	Toxin	
PF07751.17	Pfam	Abi-like protein	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF07822.17	Pfam	Neurotoxin B-IV-like protein	Toxin-antitoxin systems	Toxin	
PF07829.16	Pfam	Alpha-A conotoxin PIVA-like protein	Toxin-antitoxin systems	Toxin	
PF07876.19	Pfam	Stress responsive A/B Barrel Domain	Stress response & homeostasis	General stress response	
PF07906.19	Pfam	ShET2 enterotoxin, N-terminal region	Toxin-antitoxin systems	Toxin	
PF07927.18	Pfam	HicA toxin of bacterial toxin-antitoxin,	Toxin-antitoxin systems	Toxin-antitoxin module	
PF07936.18	Pfam	Potassium-channel blocking toxin	Toxin-antitoxin systems	Toxin	
PF07945.16	Pfam	Janus-atracotoxin	Toxin-antitoxin systems	Toxin	
PF07951.19	Pfam	Clostridium neurotoxin, C-terminal receptor binding	Toxin-antitoxin systems	Toxin	
PF07952.18	Pfam	Clostridium neurotoxin, Translocation domain	Toxin-antitoxin systems	Toxin	
PF07953.21	Pfam	Clostridium neurotoxin, N-terminal receptor binding	Toxin-antitoxin systems	Toxin	
PF07968.18	Pfam	Leukocidin/Hemolysin toxin family	Toxin-antitoxin systems	Toxin	
PF07996.17	Pfam	Type IV secretion system proteins	Secretion & extracellular processes	Secretion system	
PF08086.18	Pfam	Ergtoxin family	Toxin-antitoxin systems	Toxin	
PF08087.17	Pfam	Conotoxin O-superfamily	Toxin-antitoxin systems	Toxin	
PF08088.18	Pfam	Conotoxin I-superfamily	Toxin-antitoxin systems	Toxin	
PF08089.16	Pfam	Huwentoxin-II family	Toxin-antitoxin systems	Toxin	
PF08090.16	Pfam	Heat stable E.coli enterotoxin 1	Toxin-antitoxin systems	Toxin	
PF08092.17	Pfam	Magi peptide toxin family	Toxin-antitoxin systems	Toxin	
PF08094.16	Pfam	Conotoxin TVIIA/GS family	Toxin-antitoxin systems	Toxin	
PF08095.16	Pfam	Hefutoxin family	Toxin-antitoxin systems	Toxin	
PF08097.16	Pfam	Conotoxin T-superfamily	Toxin-antitoxin systems	Toxin	
PF08098.17	Pfam	Anemonia sulcata toxin III family	Toxin-antitoxin systems	Toxin	
PF08115.16	Pfam	SFI toxin family	Toxin-antitoxin systems	Toxin	
PF08116.16	Pfam	PhTx neurotoxin family	Toxin-antitoxin systems	Toxin	
PF08119.16	Pfam	Scorpion acidic alpha-KTx toxin family	Toxin-antitoxin systems	Toxin	
PF08120.16	Pfam	Tamulustoxin family	Toxin-antitoxin systems	Toxin	
PF08178.17	Pfam	GnsA/GnsB toxin of bacterial toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF08183.17	Pfam	Stage V sporulation protein family	Sporulation & developmental	Sporulation	
PF08334.17	Pfam	Type II secretion system (T2SS), protein G	Secretion & extracellular processes	Secretion system	
PF08345.18	Pfam	Flagellar M-ring protein C-terminal	Motility & cell-surface dynamics	Flagellar assembly / function	
PF08396.16	Pfam	Spider toxin omega agatoxin/Tx1 family	Toxin-antitoxin systems	Toxin	
PF08401.17	Pfam	N-terminal domain of anti-restriction factor ArdC	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF08486.16	Pfam	Stage II sporulation protein	Sporulation & developmental	Sporulation	
PF08680.16	Pfam	Sporulation protein SpoIIT	Sporulation & developmental	Sporulation	
PF08681.19	Pfam	Antitoxin TacA 1-like	Toxin-antitoxin systems	Antitoxin	
PF08681.19	Pfam	Antitoxin TacA 1-like	Toxin-antitoxin systems	Toxin-antitoxin module	
PF08769.18	Pfam	Sporulation initiation factor Spo0A C terminal	Sporulation & developmental	Sporulation	
PF08798.17	Pfam	CRISPR associated protein	Defense & anti-defense systems	CRISPR-Cas system	
PF08817.17	Pfam	WXG100 protein secretion system (Wss), protein YukD	Secretion & extracellular processes	Secretion system	
PF08843.18	Pfam	Nucleotidyl transferase AbiEii toxin, Type IV TA system	Toxin-antitoxin systems	Toxin	
PF08845.16	Pfam	Toxin SymE, type I toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF08970.16	Pfam	Sporulation inhibitor A	Sporulation & developmental	Sporulation	
PF08988.16	Pfam	Type III secretion system, cytoplasmic E component of needle	Secretion & extracellular processes	Secretion system	
PF08998.18	Pfam	Bacterial epsilon antitoxin	Toxin-antitoxin systems	Antitoxin	
PF08998.18	Pfam	Bacterial epsilon antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF09009.17	Pfam	Exotoxin A catalytic	Toxin-antitoxin systems	Toxin	
PF09075.16	Pfam	Heat-stable enterotoxin B, secretory	Toxin-antitoxin systems	Toxin	
PF09101.18	Pfam	Exotoxin A binding	Toxin-antitoxin systems	Toxin	
PF09102.16	Pfam	Exotoxin A, targeting	Toxin-antitoxin systems	Toxin	
PF09131.15	Pfam	Bacillus thuringiensis delta-Endotoxin, middle domain	Toxin-antitoxin systems	Toxin	
PF09156.17	Pfam	Anthrax toxin lethal factor, middle domain	Toxin-antitoxin systems	Toxin	
PF09207.17	Pfam	Yeast killer toxin	Toxin-antitoxin systems	Toxin	
PF09275.16	Pfam	Pertussis toxin S4 subunit	Toxin-antitoxin systems	Toxin	
PF09276.16	Pfam	Pertussis toxin S5 subunit	Toxin-antitoxin systems	Toxin	
PF09386.17	Pfam	Antitoxin ParD	Toxin-antitoxin systems	Antitoxin	
PF09386.17	Pfam	Antitoxin ParD	Toxin-antitoxin systems	Toxin-antitoxin module	
PF09392.17	Pfam	Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF	Secretion & extracellular processes	Secretion system	
PF09407.17	Pfam	AbiEi antitoxin C-terminal domain	Toxin-antitoxin systems	Antitoxin	
PF09407.17	Pfam	AbiEi antitoxin C-terminal domain	Toxin-antitoxin systems	Toxin-antitoxin module	
PF09455.17	Pfam	CRISPR system endoribonuclease Csx1, HEPN domain	Defense & anti-defense systems	CRISPR-Cas system	
PF09461.17	Pfam	Phytotoxin PcF protein	Toxin-antitoxin systems	Toxin	
PF09474.17	Pfam	Type III secretion system YscX (type_III_YscX)	Secretion & extracellular processes	Secretion system	
PF09475.18	Pfam	Dot/Icm secretion system protein (dot_icm_IcmQ)	Secretion & extracellular processes	Secretion system	
PF09480.16	Pfam	Type III secretion system protein PrgH-EprH (PrgH)	Secretion & extracellular processes	Secretion system	
PF09481.16	Pfam	CRISPR-associated protein Cse1 (CRISPR_cse1)	Defense & anti-defense systems	CRISPR-Cas system	
PF09482.16	Pfam	Bacterial type III secretion apparatus protein (OrgA_MxiK)	Secretion & extracellular processes	Secretion system	
PF09483.16	Pfam	Type III secretion protein (HpaP)	Secretion & extracellular processes	Secretion system	
PF09484.17	Pfam	CRISPR-associated protein TM1802 (cas_TM1802) N-terminal domain	Defense & anti-defense systems	CRISPR-Cas system	
PF09485.16	Pfam	CRISPR-associated protein Cse2 (CRISPR_cse2)	Defense & anti-defense systems	CRISPR-Cas system	
PF09486.16	Pfam	Bacterial type III secretion protein (HrpB7)	Secretion & extracellular processes	Secretion system	
PF09487.17	Pfam	Bacterial type III secretion protein (HrpB2)	Secretion & extracellular processes	Secretion system	
PF09501.16	Pfam	Probable sporulation protein (Bac_small_yrzI)	Sporulation & developmental	Sporulation	
PF09502.16	Pfam	Bacterial type III secretion protein (HrpB4)	Secretion & extracellular processes	Secretion system	
PF09546.16	Pfam	Stage III sporulation protein AE (spore_III_AE)	Sporulation & developmental	Sporulation	
PF09547.17	Pfam	Stage IV sporulation protein A, ATPase domain	Sporulation & developmental	Sporulation	
PF09548.17	Pfam	Stage III sporulation protein AB (spore_III_AB)	Sporulation & developmental	Sporulation	
PF09551.16	Pfam	Stage II sporulation protein R (spore_II_R)	Sporulation & developmental	Sporulation	
PF09559.16	Pfam	Cas6 Crispr	Defense & anti-defense systems	CRISPR-Cas system	
PF09560.16	Pfam	Sporulation protein YunB (Spo_YunB)	Sporulation & developmental	Sporulation	
PF09577.16	Pfam	Sporulation protein YpjB (SpoYpjB)	Sporulation & developmental	Sporulation	
PF09579.16	Pfam	Sporulation protein YtfJ (Spore_YtfJ)	Sporulation & developmental	Sporulation	
PF09580.16	Pfam	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)	Sporulation & developmental	Sporulation	
PF09581.17	Pfam	Stage III sporulation protein AF (Spore_III_AF)	Sporulation & developmental	Sporulation	
PF09609.15	Pfam	CRISPR-associated protein, GSU0054 family (Cas_GSU0054)	Defense & anti-defense systems	CRISPR-Cas system	
PF09611.16	Pfam	CRISPR-associated protein (Cas_Csy1)	Defense & anti-defense systems	CRISPR-Cas system	
PF09613.17	Pfam	Bacterial type III secretion protein (HrpB1_HrpK)	Secretion & extracellular processes	Secretion system	
PF09614.16	Pfam	CRISPR-associated protein (Cas_Csy2)	Defense & anti-defense systems	CRISPR-Cas system	
PF09615.16	Pfam	CRISPR-associated protein (Cas_Csy3)	Defense & anti-defense systems	CRISPR-Cas system	
PF09617.16	Pfam	CRISPR-associated protein GSU0053 (Cas_GSU0053)	Defense & anti-defense systems	CRISPR-Cas system	
PF09618.16	Pfam	CRISPR-associated protein (Cas_Csy4)	Defense & anti-defense systems	CRISPR-Cas system	
PF09620.16	Pfam	CRISPR-associated protein (Cas_csx3)	Defense & anti-defense systems	CRISPR-Cas system	
PF09623.17	Pfam	CRISPR-associated protein NE0113 (Cas_NE0113)	Defense & anti-defense systems	CRISPR-Cas system	
PF09651.17	Pfam	CRISPR-associated protein (Cas_APE2256)	Defense & anti-defense systems	CRISPR-Cas system	
PF09652.17	Pfam	Putative CRISPR-associated protein (Cas_VVA1548)	Defense & anti-defense systems	CRISPR-Cas system	
PF09657.16	Pfam	CRISPR-associated protein Csx8 (Cas_Csx8)	Defense & anti-defense systems	CRISPR-Cas system	
PF09658.16	Pfam	CRISPR-associated protein (Cas_Csx9)	Defense & anti-defense systems	CRISPR-Cas system	
PF09691.16	Pfam	Type II secretion system pilotin lipoprotein (PulS_OutS)	Secretion & extracellular processes	Secretion system	
PF09700.16	Pfam	CRISPR-associated protein (Cas_Cmr3)	Defense & anti-defense systems	CRISPR-Cas system	
PF09701.16	Pfam	CRISPR-associated protein (Cas_Cmr5)	Defense & anti-defense systems	CRISPR-Cas system	
PF09702.16	Pfam	CRISPR-associated protein (Cas_Csa5)	Defense & anti-defense systems	CRISPR-Cas system	
PF09703.16	Pfam	CRISPR-associated protein (Cas_Csa4)	Defense & anti-defense systems	CRISPR-Cas system	
PF09704.16	Pfam	CRISPR-associated protein (Cas_Cas5)	Defense & anti-defense systems	CRISPR-Cas system	
PF09706.16	Pfam	CRISPR-associated protein (Cas_CXXC_CXXC)	Defense & anti-defense systems	CRISPR-Cas system	
PF09707.16	Pfam	CRISPR-associated protein (Cas_Cas2CT1978)	Defense & anti-defense systems	CRISPR-Cas system	
PF09709.16	Pfam	CRISPR-associated protein (Cas_Csd1)	Defense & anti-defense systems	CRISPR-Cas system	
PF09711.17	Pfam	CRISPR-associated protein (Cas_Csn2)	Defense & anti-defense systems	CRISPR-Cas system	
PF09722.16	Pfam	Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain	Toxin-antitoxin systems	Antitoxin	
PF09722.16	Pfam	Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain	Toxin-antitoxin systems	Toxin-antitoxin module	
PF09827.15	Pfam	CRISPR associated protein Cas2	Defense & anti-defense systems	CRISPR-Cas system	
PF09850.15	Pfam	Type VI secretion system protein DotU	Secretion & extracellular processes	Secretion system	
PF09857.15	Pfam	Putative toxin of bacterial toxin-antitoxin pair	Toxin-antitoxin systems	Toxin-antitoxin module	
PF09859.16	Pfam	Oxygenase, catalysing oxidative methylation of damaged DNA	Stress response & homeostasis	Oxidative-stress response	
PF09867.15	Pfam	TagF N-terminal domain, Type VI secretion system-associated	Secretion & extracellular processes	Secretion system	
PF09907.16	Pfam	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF09957.16	Pfam	Bacterial antitoxin of type II TA system, VapB	Toxin-antitoxin systems	Antitoxin	
PF09957.16	Pfam	Bacterial antitoxin of type II TA system, VapB	Toxin-antitoxin systems	Toxin-antitoxin module	
PF10040.15	Pfam	CRISPR-associated endoribonuclease Cas6	Defense & anti-defense systems	CRISPR-Cas system	
PF10139.15	Pfam	Putative bacterial virulence factor	Virulence & host interaction	Virulence factor	
PF10140.16	Pfam	WXG100 protein secretion system (Wss), protein YukC	Secretion & extracellular processes	Secretion system	
PF10144.16	Pfam	Bacterial virulence factor haemolysin	Virulence & host interaction	Virulence factor	
